sale_quantity,sale_date,class_id,brand_id,compartment,type_id,level_id,department_id,TR,gearbox_type,displacement,if_charging,price_level,price,driven_type_id,fuel_type_id,newenergy_type_id,emission_standards_id,if_MPV_id,if_luxurious_id,power,cylinder_number,engine_torque,car_length,car_width,car_height,total_quality,equipment_quality,rated_passenger,wheelbase,front_track,rear_track
37,201312,53,5,2,1,1,2,6,0,2,1,22,22,3,1,1,1,2,1,178,4,350,4524,1838,1695,2131,1756,5,2690,1563,1565
16,201502,74,6,3,2,1,5,0,3,1.8,0,12,12,1,1,1,1,2,1,103,4,173,4630,1775,1480,1785,1310,5,2700,1525,1520
828,201202,19,1,3,2,2,3,6,0,2,0,17,17,1,1,1,3,2,1,121,4,198,4845,1830,1460,1930,1445,5,2795,1601,1601
17,201201,15,0,2,1,1,4,6,0,1.8,1,30,30,3,1,1,3,2,1,118,4,250,4525,1809,1665,2055,1680,5,2684,1569,1571
5,201305,41,0,3,2,2,4,7,2,1.4,1,22,22,1,1,1,3,2,1,96,4,220,4865,1820,1475,1930,1480,5,2812,1552,1551
440,201407,39,9,3,2,2,2,6,0,2,0,17,17,1,1,1,3,2,1,113,4,190,4869,1854,1472,1985,1565,5,2737,1585,1587
106,201206,39,9,3,2,2,2,6,0,2,0,17,17,1,1,1,3,2,1,113,4,190,4869,1854,1472,1985,1565,5,2737,1585,1587
20,201508,10,0,2,2,1,4,7,2,1.4,1,17,17,1,1,1,1,2,1,110,4,250,4255,1799,1452,1780,1305,5,2637,1549,1520
141,201504,12,6,3,2,1,5,0,3,1.6,0,12,12,1,1,1,1,2,1,90,4,154,4630,1775,1480,1770,1305,5,2700,1525,1520
19,201508,92,26,2,1,1,1,6,1,1.5,1,12,10,1,1,1,1,2,1,115,4,215,4530,1900,1700,1860,1485,5,2700,1601,1602
14,201505,75,10,2,1,3,3,6,0,1.6,0,12,12,1,1,1,1,2,1,91.6,4,0,4270,1780,1622,1752,1341,5,2590,1557,1570
6,201301,24,2,3,2,1,5,5,0,1.8,0,12,12,1,1,1,1,2,1,104,4,174,4535,1755,1450,1680,1255,5,2670,1495,1520
9,201504,5,4,3,2,1,5,4,0,1.6,0,12,12,1,1,1,1,2,1,86,4,153,4665,1700,1505,1660,1220,5,2700,1480,1485
9,201509,5,4,3,2,1,5,4,0,1.6,0,12,12,1,1,1,1,2,1,86,4,153,4665,1700,1505,1660,1220,5,2700,1480,1485
5,201512,83,15,3,2,1,1,6,1,1.3,1,6,6,1,1,1,3,2,1,98,4,185,4590,1734,1470,1617,1242,5,2600,1490,1470
38,201311,20,8,3,2,2,4,8,0,2,1,42,42,2,1,1,3,2,2,150,4,270,4734,1811,1455,1990,1540,5,2920,1531,1572
9,201409,42,15,3,2,1,1,0,3,1.5,0,6,6,1,1,1,1,2,1,80,4,140,4631,1789,1470,1640,1265,5,2650,1502,1492
335,201505,7,12,2,1,1,1,6,1,1.5,1,12,13,1,1,1,3,2,1,110,4,210,4649,1852,1710,2059,1549,5,2680,1565,1565
8,201209,2,17,2,3,2,1,5,1,2,0,6,6,2,1,1,3,2,1,89,4,168,5115,1720,1960,2415,1830,7.5,3000,1445,1420
31,201504,74,6,3,2,1,5,0,3,1.8,0,12,12,1,1,1,1,2,1,103,4,173,4630,1775,1480,1785,1310,5,2700,1525,1520
7,201503,75,10,2,1,3,3,6,1,1.6,0,12,12,1,1,1,3,2,1,91.6,4,0,4270,1780,1622,1645,1270,5,2590,1557,1570
79,201508,82,13,2,1,1,4,7,2,1.6,1,30,30,1,1,1,1,2,2,115,4,250,4431,1804,1532,1920,1482,5,2699,1553,1544
16,201309,36,0,2,2,1,4,7,2,1.4,1,17,17,1,1,1,3,2,1,96,4,225,4454,1765,1460,1825,1315,5,2610,1517,1493
6,201511,52,10,2,1,1,3,7,2,1.6,1,17,17,1,1,1,1,2,1,130,4,265,4475,1850,1655,2090,1545,5,2670,1620,1631
74,201202,24,2,3,2,1,5,5,0,1.8,0,12,12,1,1,1,3,2,1,104,4,174,4535,1755,1450,1680,1255,5,2670,1495,1520
31,201410,24,2,3,2,1,5,5,0,1.8,0,12,12,1,1,1,3,2,1,104,4,174,4535,1755,1450,1680,1255,5,2670,1495,1520
18,201311,16,7,3,2,4,4,7,2,2.8,0,62,62,3,1,1,3,2,2,162,6,280,5015,1874,1455,2415,1910,5,3012,1627,1618
350,201501,17,8,3,2,4,4,8,0,2,1,42,80,2,1,1,1,2,2,178,4,310,5055,1860,1491,2250,1760,5,3108,1600,1627
8,201205,35,3,3,2,2,2,6,0,3,0,22,22,1,1,1,3,2,1,190,6,296,5000,1858,1497,2270,1850,5,2837,1565,1574
76,201411,77,3,2,1,1,2,6,0,2,1,22,22,3,1,1,1,2,1,186,4,353,4667,1839,1663,2275,1800,5,2750,1584,1588
20,201503,10,0,2,2,1,4,5,1,1.4,1,17,17,1,1,1,1,2,1,96,4,225,4255,1799,1452,1740,1260,5,2637,1549,1520
18,201410,11,1,3,2,1,3,6,0,1.8,0,12,12,1,1,1,3,2,1,107,4,175,4600,1780,1445,1740,1321,5,2700,1555,1568
9,201211,9,0,3,2,1,4,7,2,1.8,1,17,17,1,1,1,3,2,1,118,4,250,4644,1778,1482,1870,1435,5,2651,1535,1532
76,201510,1,1,2,2,3,3,5,1,1.4,0,9,9,1,1,1,3,2,1,78.7,4,135,4120,1700,1460,1460,1043,5,2570,1511,1515
89,201502,8,2,2,1,1,5,5,0,2.4,0,17,17,1,1,1,1,2,1,140,4,222,4550,1820,1685,2100,1565,5,2620,1565,1565
139,201408,3,5,2,2,1,2,5,1,1.6,0,12,12,1,1,1,1,2,1,92,4,159,4368,1823,1483,1657,1282,5,2648,1553,1544
16,201506,36,0,2,2,1,4,5,1,1.6,0,17,17,1,1,1,3,2,1,81,4,155,4454,1765,1460,1745,1235,5,2610,1517,1493
18,201303,5,4,3,2,1,5,0,3,1.8,0,12,12,1,1,1,3,2,1,102,4,174,4610,1760,1495,1710,1271,5,2700,1540,1540
9,201308,16,7,3,2,4,4,7,2,2.8,0,62,62,3,1,1,3,2,2,162,6,280,5015,1874,1455,2415,1910,5,3012,1627,1618
173,201502,77,3,2,1,1,2,6,0,2,1,22,27,3,1,1,1,2,1,186,4,353,4667,1839,1663,2275,1800,5,2750,1584,1588
7,201511,10,0,2,2,1,4,5,1,1.4,1,17,17,1,1,1,1,2,1,96,4,225,4255,1799,1452,1740,1260,5,2637,1549,1520
185,201411,10,0,2,2,1,4,7,2,1.4,1,17,17,1,1,1,1,2,1,96,4,225,4255,1799,1452,1760,1280,5,2637,1549,1520
6,201406,24,2,3,2,1,5,5,0,1.8,0,12,12,1,1,1,3,2,1,104,4,174,4535,1755,1450,1680,1255,5,2670,1495,1520
6,201504,18,11,1,4,0,1,5,1,1,0,5,5,2,1,1,1,2,1,50,4,90,3797,1510,1820,1575,930,7,2500,1290,1290
468,201301,40,10,3,2,1,3,6,1,1.6,0,12,12,1,1,1,3,2,1,93.8,4,0,4570,1775,1445,1608,1233,5,2700,1549,1562
228,201408,41,0,3,2,2,4,7,2,1.8,1,22,22,1,1,1,3,2,1,118,4,250,4865,1820,1475,2000,1545,5,2812,1552,1551
17,201303,27,2,3,2,2,5,5,0,2.4,0,22,22,1,1,1,3,2,1,132,4,225,4960,1860,1480,2000,1545,5,2800,1590,1585
17,201310,26,16,3,2,1,6,5,1,2,0,12,12,1,1,1,3,2,1,108,4,200,4688,1815,1525,1818,1402,5,2710,1522,1503
25,201302,26,16,3,2,1,6,5,1,2,0,12,12,1,1,1,3,2,1,108,4,200,4688,1815,1525,1818,1402,5,2710,1522,1503
185,201307,27,2,3,2,2,5,5,0,2,0,22,22,1,1,1,3,2,1,115,4,189,4960,1860,1480,2000,1510,5,2800,1590,1585
16,201405,31,4,2,1,1,5,0,3,2,0,17,17,1,1,1,3,2,1,106,4,198,4315,1783,1606,1930,1408,5,2630,1540,1545
5,201207,31,4,2,1,1,5,0,3,2,0,17,17,1,1,1,3,2,1,106,4,198,4315,1783,1606,1930,1408,5,2630,1540,1545
10,201201,20,8,3,2,2,4,6,0,2.5,0,42,42,2,1,1,3,2,2,160,6,250,4531,1817,1421,1980,1565,5,2760,1500,1529
41,201406,25,3,2,3,2,2,6,0,3,0,42,42,1,1,1,1,2,1,187,6,290,5266,1878,1772,2470,1930,7,3088,1593,1603
41,201302,52,10,2,1,1,3,4,0,2,0,17,17,1,1,1,3,2,1,104,4,184,4325,1795,1680,1910,1535,5,2630,1550,1550
439,201505,7,12,2,1,1,1,6,1,1.5,1,12,13,1,1,1,3,2,1,110,4,210,4640,1825,1690,2051,1541,5,2680,1565,1565
26,201202,10,0,2,2,1,4,7,2,1.4,1,17,17,1,1,1,3,2,1,96,4,220,4199,1786,1479,1800,1370,5,2578,1540,1513
204,201510,9,0,3,2,1,4,5,1,1.6,0,17,17,1,1,1,1,2,1,81,4,155,4655,1780,1453,1750,1300,5,2651,1535,1532
136,201512,51,10,3,2,2,3,6,0,1.8,0,17,17,1,1,1,3,2,1,105,4,176,4710,1820,1470,1840,1378,5,2770,1579,1589
18,201504,0,0,3,2,1,4,5,1,1.4,1,12,15,1,1,1,1,2,1,96,4,225,4605,1765,1460,1795,1285,5,2610,1517,1493
202,201407,1,1,3,2,3,3,5,1,1.4,0,9,9,1,1,1,3,2,1,78.7,4,135,4370,1700,1460,1460,1039,5,2570,1511,1515
613,201510,1,1,3,2,3,3,5,1,1.4,0,9,9,1,1,1,3,2,1,78.7,4,135,4370,1700,1460,1460,1039,5,2570,1511,1515
664,201503,14,0,3,2,2,4,7,2,1.8,1,30,30,1,1,1,1,2,1,118,4,250,4870,1834,1472,2060,1520,5,2803,1577,1550
9,201410,7,12,2,1,1,1,4,0,2.4,0,12,12,1,1,1,3,2,1,120,4,210,4649,1852,1710,2074,1564,5,2680,1565,1565
25,201308,35,3,3,2,2,2,6,0,3,0,22,22,1,1,1,3,2,1,195,6,296,5005,1858,1511,2270,1850,5,2837,1578,1574
26,201203,9,0,3,2,1,4,7,2,1.4,1,17,17,1,1,1,3,2,1,96,4,220,4644,1778,1482,1860,1380,5,2651,1535,1532
42,201203,12,6,3,2,1,5,6,1,1.8,0,12,12,1,1,1,3,2,1,103,4,173,4545,1760,1490,1790,1305,5,2600,1525,1520
8,201409,26,16,3,2,1,6,4,0,1.6,0,12,12,1,1,1,1,2,1,86,4,150,4688,1815,1525,1845,1418,5,2710,1522,1503
37,201410,5,4,3,2,1,5,5,1,1.6,0,12,12,1,1,1,1,2,1,93,4,154,4610,1760,1495,1640,1217,5,2700,1540,1540
18,201306,5,4,3,2,1,5,4,0,1.6,0,12,12,1,1,1,3,2,1,86,4,153,4665,1700,1505,1660,1220,5,2700,1480,1485
37,201503,5,4,3,2,1,5,4,0,1.6,0,12,12,1,1,1,3,2,1,86,4,153,4665,1700,1505,1660,1220,5,2700,1480,1485
193,201507,26,16,3,2,1,6,6,0,1.8,0,12,12,1,1,1,1,2,1,102,4,172,4750,1820,1488,1790,1370,5,2730,1555,1550
122,201509,47,1,3,2,2,3,6,0,1.8,0,12,12,1,1,1,1,2,1,105,4,176,4720,1815,1465,1830,1395,5,2770,1579,1589
37,201203,14,0,3,2,2,4,7,2,1.4,1,30,30,1,1,1,3,2,1,96,4,220,4870,1834,1472,2000,1460,5,2803,1577,1550
42,201210,41,0,3,2,2,4,6,2,2,1,22,22,1,1,1,3,2,1,147,4,280,4865,1820,1475,2000,1550,5,2812,1552,1551
24,201506,2,17,2,3,2,1,5,1,1.6,0,6,6,2,1,1,1,2,1,83,4,138,4680,1695,1940,2145,1545,7.5,2800,1445,1420
10,201411,20,8,3,2,2,4,8,0,2,1,42,42,2,1,1,3,2,2,150,4,270,4755,1811,1455,1980,1560,5,2920,1531,1572
8,201409,2,17,2,3,2,1,5,1,2,0,6,6,2,1,1,3,2,1,89,4,168,4715,1720,1950,2335,1810,7.5,2800,1445,1420
8,201505,2,17,2,3,2,1,5,1,2,0,6,6,2,1,1,3,2,1,89,4,168,4715,1720,1950,2335,1810,7.5,2800,1445,1420
25,201210,25,3,2,3,2,2,6,0,3,0,42,42,1,1,1,3,2,1,190,6,290,5256,1878,1772,2470,1930,7,3088,1593,1601
171,201507,21,0,3,2,1,4,5,1,1.6,0,12,12,1,1,1,3,2,1,77,4,155,4523,1775,1467,1765,1265,5,2610,1517,1493
20,201510,56,22,2,3,3,1,5,1,1.5,0,6,6,2,1,1,3,1,1,75,4,135,4440,1700,1783,1790,1270,7,2790,1420,1440
136,201511,56,22,2,3,3,1,5,1,1.5,0,6,6,2,1,1,3,1,1,75,4,135,4440,1700,1783,1790,1270,7,2790,1420,1440
8,201402,3,5,3,2,1,2,6,2,2,0,12,12,1,1,1,1,2,1,125,4,202,4534,1823,1483,1776,1401,5,2648,1553,1544
18,201506,5,4,3,2,1,5,5,1,1.6,0,12,12,1,1,1,1,2,1,93,4,154,4610,1760,1495,1640,1217,5,2700,1540,1540
195,201512,55,3,2,1,3,2,6,0,1.4,1,12,12,1,1,1,1,2,1,103,4,200,4278,1774,1646,1840,1430,5,2555,1540,1540
9,201404,0,0,3,2,1,4,6,0,1.6,0,12,12,1,1,1,3,2,1,77,4,155,4608,1743,1465,1660,1285,5,2610,1517,1493
28,201502,58,23,3,2,2,6,6,0,1.6,1,17,17,1,1,1,1,2,1,123,4,245,4805,1860,1458,2101,1580,5,2815,1584,1551
28,201503,58,23,3,2,2,6,6,0,1.6,1,17,17,1,1,1,1,2,1,123,4,245,4805,1860,1458,2101,1580,5,2815,1584,1551
76,201206,32,4,3,2,2,5,0,3,2.5,0,22,22,1,1,1,3,2,1,171,6,232,4850,1795,1475,2060,1582,5,2775,1560,1560
164,201509,3,5,2,2,1,2,6,2,1.6,0,12,12,1,1,1,1,2,1,92,4,159,4368,1823,1483,1712,1337,5,2648,1553,1544
205,201402,3,5,2,2,1,2,6,2,1.6,0,12,12,1,1,1,1,2,1,92,4,159,4368,1823,1483,1712,1337,5,2648,1553,1544
5,201410,47,1,3,2,2,3,6,0,1.8,0,12,12,1,1,1,1,2,1,105,4,176,4720,1815,1465,1860,1459,5,2770,1579,1589
84,201502,60,5,3,2,2,2,6,0,1.5,1,22,22,1,1,1,1,2,1,135,4,240,4860,1854,1480,1915,1540,5,2850,1578,1574
55,201207,33,13,3,2,4,4,7,0,1.8,1,42,42,2,1,1,3,2,2,135,4,270,5012,1855,1464,2280,1740,5,3014,1580,1599
6,201504,76,7,2,1,2,4,8,0,2,1,42,58,3,1,1,3,2,2,155,4,350,4629,1898,1655,2365,1900,5,2807,1617,1614
222,201309,76,7,2,1,2,4,8,0,2,1,42,42,3,1,1,3,2,2,155,4,350,4629,1898,1655,2365,1900,5,2807,1617,1614
6,201503,76,7,2,1,2,4,8,0,2,1,42,42,3,1,1,3,2,2,155,4,350,4629,1898,1655,2365,1900,5,2807,1617,1614
8,201502,64,0,3,2,1,4,5,1,1.4,1,17,17,1,1,1,1,2,1,96,4,225,4598,1826,1425,1800,1300,5,2656,1580,1554
31,201306,53,5,2,1,1,2,6,0,1.6,1,22,22,1,1,1,1,2,1,130,4,240,4524,1838,1685,1967,1592,5,2690,1563,1565
402,201410,3,5,3,2,1,2,6,2,1.6,0,12,12,1,1,1,1,2,1,92,4,159,4534,1823,1483,1713,1338,5,2648,1553,1544
26,201301,83,15,3,2,1,1,5,1,1.5,0,6,6,1,1,1,3,2,1,80,4,140,4602,1725,1485,1620,1210,5,2602,1482,1462
56,201506,38,11,2,3,3,1,5,1,1.2,0,5,5,2,1,1,3,1,1,65,4,116,4400,1680,1770,1800,1280,7.5,2720,1420,1440
19,201311,58,23,3,2,2,6,6,0,2.3,0,17,17,1,1,1,3,2,1,126,4,230,4805,1860,1458,2150,1600,5,2815,1584,1551
18,201304,8,2,2,1,1,5,5,0,2,0,17,17,3,1,1,3,2,1,114,4,190,4550,1820,1685,2010,1576,5,2620,1565,1565
22,201203,15,0,2,1,1,4,6,0,1.8,1,30,30,3,1,1,3,2,1,118,4,250,4525,1809,1665,2160,1710,5,2684,1569,1571
34,201206,13,6,3,2,2,5,6,0,2.5,0,17,17,1,1,1,3,2,1,135,4,235,4825,1825,1480,2000,1495,5,2775,1575,1560
309,201507,0,0,3,2,1,4,6,0,1.6,0,12,12,1,1,1,3,2,1,81,4,155,4605,1765,1460,1775,1265,5,2610,1517,1493
18,201412,21,0,3,2,1,4,5,1,1.4,1,12,12,1,1,1,1,2,1,96,4,220,4523,1775,1467,1810,1325,5,2610,1517,1493
855,201410,0,0,3,2,1,4,6,0,1.6,0,12,12,1,1,1,3,2,1,81,4,155,4605,1765,1460,1775,1265,5,2610,1517,1493
46,201204,18,11,1,4,0,1,5,1,1,0,5,5,2,1,1,3,2,1,50,4,90,3885,1600,1860,1620,1000,7,2500,1290,1290
156,201303,45,4,2,2,1,5,0,3,1.6,0,12,12,1,1,1,3,2,1,93,4,154,4295,1760,1523,1640,1211,5,2700,1540,1540
248,201501,45,4,2,2,1,5,0,3,1.6,0,12,12,1,1,1,3,2,1,93,4,154,4295,1760,1523,1640,1211,5,2700,1540,1540
9,201205,16,7,3,2,4,4,0,3,2.8,0,62,62,1,1,1,3,2,2,162,6,280,5035,1855,1485,2250,1765,5,2945,1612,1622
5,201201,83,15,3,2,1,1,5,1,1.5,0,6,6,1,1,1,3,2,1,80,4,140,4602,1725,1485,1620,1210,5,2602,1482,1462
31,201410,53,5,2,1,1,2,6,0,1.6,1,22,22,3,1,1,1,2,1,130,4,240,4524,1838,1695,2092,1717,5,2690,1563,1565
9,201412,45,4,2,2,1,5,5,1,1.6,0,12,12,1,1,1,3,2,1,93,4,154,4295,1760,1523,1630,1206,5,2700,1540,1540
53,201510,8,2,2,1,1,5,0,3,2,0,17,17,1,1,1,1,2,1,114,4,190,4585,1820,1685,2010,1540,5,2620,1580,1580
602,201506,28,3,3,2,2,2,6,0,2,0,22,22,1,1,1,1,2,1,108,4,190,4843,1856,1484,2020,1585,5,2737,1585,1588
175,201507,60,5,3,2,2,2,6,0,2,1,22,22,1,1,1,1,2,1,152,4,340,4860,1854,1480,2034,1659,5,2850,1578,1574
125,201509,71,20,2,1,3,1,0,3,1.6,0,6,6,1,1,1,3,2,1,93,4,160,4420,1760,1670,1765,1390,5,2510,1500,1495
39,201502,4,9,3,2,1,2,7,2,1.4,1,12,12,1,1,1,1,2,1,110,4,235,4567,1786,1454,1700,1300,5,2662,1540,1558
9,201403,50,7,2,1,1,4,7,2,2,1,30,30,3,1,1,3,2,2,147,4,280,4385,1831,1589,2160,1680,5,2603,1571,1575
17,201304,27,2,3,2,2,5,5,0,2,0,22,22,1,1,1,1,2,1,115,4,189,4960,1860,1480,2000,1510,5,2800,1590,1585
197,201410,3,5,3,2,1,2,5,1,1.6,0,12,12,1,1,1,1,2,1,92,4,159,4534,1823,1483,1661,1286,5,2648,1553,1544
336,201502,3,5,3,2,1,2,5,1,1.6,0,12,12,1,1,1,1,2,1,92,4,159,4534,1823,1483,1661,1286,5,2648,1553,1544
8,201505,23,1,2,1,1,3,6,1,2,0,17,17,1,1,1,1,2,1,121,4,199,4450,1855,1635,1980,1431,5,2640,1614,1615
701,201308,14,0,3,2,2,4,7,2,1.8,1,30,30,1,1,1,3,2,1,118,4,250,4870,1834,1472,2060,1520,5,2803,1577,1550
8,201503,17,8,3,2,4,4,8,0,2,1,42,42,2,1,1,3,2,2,178,4,310,5039,1860,1492,2250,1760,5,3108,1600,1627
28,201311,60,5,3,2,2,2,6,0,2,1,22,22,1,1,1,1,2,1,180,4,350,4860,1854,1480,2034,1659,5,2850,1578,1574
276,201506,47,1,3,2,2,3,6,0,1.8,0,12,12,1,1,1,3,2,1,105,4,176,4720,1815,1465,1830,1395,5,2770,1579,1589
9,201510,0,0,3,2,1,4,7,2,1.4,1,12,12,1,1,1,1,2,1,96,4,225,4605,1765,1460,1800,1290,5,2610,1517,1493
12,201206,21,0,3,2,1,4,7,2,1.4,1,12,12,1,1,1,3,2,1,96,4,220,4540,1775,1467,1830,1335,5,2610,1517,1493
12,201212,21,0,3,2,1,4,7,2,1.4,1,12,12,1,1,1,3,2,1,96,4,220,4540,1775,1467,1830,1335,5,2610,1517,1493
9,201209,37,2,2,2,3,5,5,1,1.3,0,9,9,1,1,1,3,2,1,73,4,127,3900,1695,1525,1510,1060,5,2500,1490,1475
38,201308,17,8,3,2,4,4,8,0,3,0,42,42,2,1,1,3,2,2,211,6,310,5039,1860,1492,2295,1815,5,3108,1600,1627
57,201310,36,0,2,2,1,4,7,2,1.4,1,17,17,1,1,1,3,2,1,96,4,225,4454,1765,1460,1825,1315,5,2610,1517,1493
16,201511,36,0,2,2,1,4,5,1,1.6,0,17,17,1,1,1,3,2,1,81,4,155,4454,1765,1460,1745,1235,5,2610,1517,1493
57,201404,36,0,2,2,1,4,5,1,1.6,0,17,17,1,1,1,3,2,1,81,4,155,4454,1765,1460,1745,1235,5,2610,1517,1493
123,201410,3,5,2,2,1,2,5,1,1.6,0,12,12,1,1,1,1,2,1,92,4,159,4368,1823,1483,1657,1282,5,2648,1553,1544
173,201508,77,3,2,1,1,2,6,0,2,1,22,22,3,1,1,1,2,1,186,4,353,4667,1839,1663,2275,1800,5,2750,1584,1588
31,201201,24,2,3,2,1,5,5,0,1.8,0,12,12,1,1,1,3,2,1,104,4,174,4535,1755,1450,1680,1255,5,2670,1495,1520
9,201403,16,7,3,2,4,4,7,2,2.8,0,62,62,3,1,1,3,2,2,162,6,280,5015,1874,1455,2415,1910,5,3012,1627,1618
290,201503,10,0,2,2,1,4,7,2,1.4,1,17,17,1,1,1,1,2,1,96,4,225,4255,1799,1452,1760,1280,5,2637,1549,1520
8,201402,35,3,3,2,2,2,6,0,3,0,22,22,1,1,1,3,2,1,190,6,296,5000,1858,1497,2270,1850,5,2837,1565,1574
9,201403,6,0,2,2,3,4,5,1,1.4,0,12,12,1,1,1,1,2,1,63,4,132,3970,1682,1462,1572,1092,5,2470,1463,1456
101,201201,26,16,3,2,1,6,4.5,6,2,0,12,12,1,1,1,3,2,1,108,4,200,4680,1815,1525,1818,1402,5,2710,1522,1503
9,201511,8,2,2,1,1,5,0,3,2,0,17,17,1,1,1,3,2,1,114,4,190,4585,1820,1685,2010,1525,5,2620,1580,1580
9,201505,8,2,2,1,1,5,0,3,2,0,17,17,1,1,1,3,2,1,114,4,190,4585,1820,1685,2010,1525,5,2620,1580,1580
239,201308,41,0,3,2,2,4,7,2,1.8,1,22,22,1,1,1,3,2,1,118,4,250,4865,1820,1475,2000,1545,5,2812,1552,1551
101,201501,15,0,2,1,1,4,6,0,1.8,1,30,30,3,1,1,1,2,1,118,4,250,4506,1809,1685,2160,1710,5,2684,1569,1571
512,201312,1,1,3,2,3,3,5,1,1.4,0,9,9,1,1,1,3,2,1,78.7,4,135,4370,1700,1460,1460,1039,5,2570,1511,1515
17,201504,66,1,2,1,3,3,6,0,1.6,0,12,12,1,1,1,1,2,1,91.6,4,0,4270,1780,1630,1830,1325,5,2590,1557,1570
13,201402,10,0,2,2,1,4,5,1,1.6,0,17,17,1,1,1,3,2,1,81,4,155,4255,1799,1452,1670,1210,5,2637,1549,1520
95,201401,34,0,3,2,1,4,6,0,1.6,0,9,9,1,1,1,3,2,1,81,4,160,4487,1706,1470,1650,1170,5,2603,1460,1500
319,201505,0,0,3,2,1,4,5,1,1.6,0,12,12,1,1,1,3,2,1,81,4,155,4605,1765,1460,1735,1225,5,2610,1517,1493
32,201410,41,0,3,2,2,4,6,2,2,1,22,22,1,1,1,1,2,1,147,4,280,4865,1820,1475,2000,1550,5,2812,1552,1551
370,201207,1,1,3,2,3,3,5,1,1.4,0,9,9,1,1,1,3,2,1,78.7,4,135,4370,1700,1460,1460,1039,5,2570,1511,1515
642,201402,14,0,3,2,2,4,7,2,1.8,1,30,30,1,1,1,3,2,1,118,4,250,4870,1834,1472,2060,1520,5,2803,1577,1550
32,201410,2,17,2,3,2,1,5,1,2,0,6,6,2,1,1,3,2,1,81.58,4,0,5055,1695,1960,2275,1750,7.5,3000,1445,1420
8,201404,35,3,3,2,2,2,6,0,3,0,22,22,1,1,1,3,2,1,195,6,296,5005,1858,1511,2270,1850,5,2837,1578,1574
537,201308,0,0,3,2,1,4,5,1,1.6,0,12,12,1,1,1,3,2,1,81,4,155,4605,1765,1460,1735,1225,5,2610,1517,1493
9,201407,6,0,2,2,3,4,5,1,1.4,0,12,12,1,1,1,3,2,1,63,4,132,3970,1682,1462,1572,1092,5,2470,1463,1456
37,201312,6,0,2,2,3,4,5,1,1.4,0,12,12,1,1,1,3,2,1,63,4,132,3970,1682,1462,1572,1092,5,2470,1463,1456
502,201305,46,7,3,2,2,4,0,3,2,1,42,42,1,1,1,3,2,2,132,4,320,4761,1826,1439,2020,1600,5,2869,1564,1550
84,201305,26,16,3,2,1,6,6,0,2,0,12,12,1,1,1,3,2,1,108,4,200,4688,1815,1525,1865,1450,5,2710,1522,1503
8,201303,2,17,2,3,2,1,5,1,1.5,0,6,6,2,1,1,3,2,1,82,4,130,4645,1695,1940,2050,1435,7.5,2800,1445,1420
123,201204,15,0,2,1,1,4,6,0,1.8,1,30,30,1,1,1,3,2,1,118,4,250,4525,1809,1665,2050,1600,5,2684,1569,1571
9,201401,58,23,3,2,2,6,5,1,2,0,17,17,1,1,1,3,2,1,108,4,200,4805,1860,1458,2038,1510,5,2815,1584,1551
19,201308,28,3,3,2,2,2,6,0,2.4,0,22,22,1,1,1,3,2,1,137,4,240,4830,1856,1484,2025,1590,5,2737,1585,1587
52,201311,22,3,3,2,1,2,6,0,1.8,0,12,12,1,1,1,3,2,1,108,4,177,4671,1815,1478,1840,1430,5,2685,1544,1558
70,201504,44,16,3,2,1,6,4,0,1.6,0,12,12,1,1,1,1,2,1,86,4,150,4558,1805,1505,1798,1370,5,2612,1525,1522
5,201401,31,4,2,1,1,5,6,1,2,0,17,17,1,1,1,1,2,1,106,4,198,4315,1783,1606,1930,1376,5,2630,1540,1545
33,201509,12,6,3,2,1,5,0,3,1.8,0,12,12,1,1,1,1,2,1,103,4,173,4630,1775,1480,1785,1315,5,2700,1525,1520
25,201508,12,6,3,2,1,5,0,3,1.8,0,12,12,1,1,1,1,2,1,103,4,173,4630,1775,1480,1785,1315,5,2700,1525,1520
9,201502,39,9,3,2,2,2,6,0,2.4,0,17,17,1,1,1,1,2,1,134,4,240,4869,1854,1472,2010,1590,5,2737,1585,1587
6,201401,33,13,3,2,4,4,7,0,3,0,42,42,2,1,1,3,2,2,180,6,300,5026,1854,1467,2420,1848,5,3014,1579,1596
626,201409,11,1,3,2,1,3,6,1,1.6,0,12,12,1,1,1,3,2,1,93.8,4,0,4600,1780,1445,1700,1230,5,2700,1555,1568
184,201208,5,4,3,2,1,5,0,3,1.6,0,12,12,1,1,1,3,2,1,93,4,154,4610,1760,1495,1660,1237,5,2700,1540,1540
87,201409,53,5,2,1,1,2,6,0,1.6,1,22,22,1,1,1,1,2,1,130,4,240,4524,1838,1685,1967,1592,5,2690,1563,1565
152,201409,10,0,2,2,1,4,6,0,1.6,0,17,17,1,1,1,3,2,1,81,4,155,4255,1799,1452,1740,1260,5,2637,1549,1520
601,201308,4,9,3,2,1,2,6,0,1.6,0,12,12,1,1,1,3,2,1,89,4,155,4598,1797,1477,1800,1390,5,2685,1544,1558
71,201211,52,10,2,1,1,3,5,1,2,0,17,17,1,1,1,3,2,1,104,4,184,4325,1795,1680,1890,1515,5,2630,1550,1550
27,201505,8,2,2,1,1,5,5,0,2,0,17,17,1,1,1,1,2,1,114,4,190,4550,1820,1685,2010,1515,5,2620,1565,1565
107,201208,3,5,3,2,1,2,6,2,1.6,0,12,12,1,1,1,1,2,1,92,4,159,4534,1823,1483,1713,1338,5,2648,1553,1544
